source,name,dob,desc,wikidata,email,vk,ig,fb,tw,yt,ok,sanctioned
96-767-6,Садовничий Виктор Антонович,1939-04-03,"Московский государственный университет имени М.В. Ломоносова, ректор.",,,,,,,,,
96-767-6,Садыков Союн Касумович,1960-03-05,"ООО СК ""Мосреконструкция"", генеральный директор.",,,,,,,,,
96-767-6,Сазанова Тамара Ивановна,1936-05-31,пенсионер.,,,,,,,,,
96-767-6,Саитов Олег Элекпаевич,1974-05-26,"Министерство спорта, туризма и молодежной политики Самарской области, заместитель министра, руководитель Департамента физической культуры и спорта.",,,,,,,,,
96-767-6,Сайтиев Бувайса Хамидович,1975-03-11,"ООО ""Кавказрегионгаз"", советник генерального директора.",,,,,,,,,
96-767-6,Самойлов Вадим Рудольфович,1964-10-03,"ООО «РАДИОСОЦИУМ», генеральный продюсер.",,,,,,,,,
96-767-6,Самошин Андрей Анатольевич,1966-11-18,"ООО ""Максим Горький"", генеральный директор.",,,,,,,,,
96-767-6,Сарнацкий Эдуард Васильевич,1935-03-15,пенсионер.,,,,,,,,,
96-767-6,Севастьянов Николай Николаевич,1961-04-30,"ОАО ""Газпром космические системы"", генеральный конструктор.",,,,,,,,,
96-767-6,Селиверстов Николай Иванович,1947-04-26,"федеральное государственное бюджетное учреждение науки «Институт вулканологии и сейсмологии» Дальневосточного отделения Российской академии наук, заместитель директора по научным вопросам.",,,,,,,,,
96-767-6,Селин Сергей Андреевич,1961-03-12,актер.,,,,,,,,,
96-767-6,Селин Сергей Михайлович,1955-06-22,"краевое государственное бюджетное учреждение здравоохранения ""Красноярский краевой клинический онкологический диспансер имени А.И. Крыжановского"", заведующий хирургическим отделением №1.",,,,,,,,,
96-767-6,Семенов Георгий Александрович,1945-09-18,"Московская обойная фабрика, генеральный директор.",,,,,,,,,
96-767-6,Семин Кирилл Михайлович,1973-08-27,"Небольшой драматический театр Льва Эренбурга, артист.",,,,,,,,,
96-767-6,Сердцев Николай Иванович,1948-04-21,пенсионер.,,,,,,,,,
96-767-6,Серенков Николай Борисович,1945-05-02,"ГБОУ «Политехнический колледж № 13», директор.",,,,,,,,,
96-767-6,Сивкова Светлана Геннадьевна,1957-11-05,"федеральное государственное бюджетное учреждение культуры ""Музей мирового океана"", генеральный директор.",,,,,,,,,
96-767-6,Сигов Александр Сергеевич,1945-05-31,"МГТУ МИРЭА, ректор.",,,,,,,,,
96-767-6,Симоненко Максим Алексеевич,1982-03-25,"Смоленское областное государственное автономное учреждение ""Смоленский областной туристско-информационный центр"", директор.",,,,,,,,,
96-767-6,Скобрев Иван Александрович,1983-02-08,"спортивная автономная некоммерческая организация ""Спортивный клуб ""Северсталь"", спортсмен-инструктор.",,,,,,,,,
96-767-6,Скрипачева Ираида Борисовна,1931-06-14,"Санкт-Петербургская общественная организация ""Жители блокадного Ленинграда"", председатель правления.",,,,,,,,,
96-767-6,Скрынникова Раиса Кузьминична,1941-06-11,"Волгоградское региональное отделение Общероссийского общественного благотворительного фонда ""Российский детский фонд"", председатель правления регионального отделения.",,,,,,,,,
96-767-6,Слатвицкий Константин Сергеевич,1990-03-12,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Хакасский государственный университет им. Н.Ф. Каштанова"", Институт экономики и управления, студент 4 курса.",,,,,,,,,
96-767-6,Слепцов Будимир Дмитриевич,1935-02-12,"Республиканский совет общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Республики Саха (Якутия), председатель.",,,,,,,,,
96-767-6,Сличенко Николай Алексеевич,1934-12-27,"Московский музыкально-драматический цыганский театр ""Ромэн"", художественный руководитель.",,,,,,,,,
96-767-6,Слюсарь Альберт Евдокимович,1939-11-10,"Рязанский региональный благотворительный общественный Фонд поддержки Героев Советского Союза и Героев Российской Федерации, руководитель.",,,,,,,,,
96-767-6,Смирнова Наталья Александровна,1977-07-27,индивидуальный предприниматель.,,,,,,,,,
96-767-6,Соломин Юрий Мефодьевич,1935-06-18,"Малый театр России, художественный руководитель.",,,,,,,,,
96-767-6,Спирин Николай Петрович,1956-01-19,"МУП ""Типография"", директор.",,,,,,,,,
96-767-6,Стальной Алексей Анатольевич,1965-01-08,"МБОУ ""Лицей №8"", учитель физики.",,,,,,,,,
96-767-6,Стариков Виталий Алексеевич,1954-03-19,"ГУК ""Белгородский государственный академический драматический театр им. М.С. Щепкина"", артист — ведущий мастер сцены.",,,,,,,,,
96-767-6,Стриханов Михаил Николаевич,1952-07-18,"Национальный исследовательский ядерный университет ""МИФИ"", ректор.",,,,,,,,,
96-767-6,Суворова Нина Ивановна,1943-08-15,"Законодательное Собрание Иркутской области, помощник депутата.",,,,,,,,,
96-767-6,Султанова Рашида Искандаровна,1947-07-19,"Союз женщин Республики Башкортостан, председатель.",,,,,,,,,
96-767-6,Сумарокова Алла Николаевна,1960-12-01,"муниципальное учреждение культуры муниципального образования ""Город Архангельск"" ""Архангельский городской культурный центр"", хормейстер фольклорного ансамбля ""Церемоночка"".",,,,,,,,,
96-767-6,Сунгоркин Владимир Николаевич,1954-06-16,"ЗАО ""ИД ""Комсомольская правда"", главный редактор — генеральный директор.",,,,,,,,,
96-767-6,Суслина Зинаида Александровна,1949-06-03,"Российская академия медицинских наук, академик-секретарь ОКМ РАМН.",,,,,,,,,
96-767-6,Сырникова Бэла Алихановна,1951-01-30,"Реабилитационный центр для инвалидов, директор.",,,,,,,,,
96-767-6,Сысоев Юрий Васильевич,1961-06-23,"региональная общественная организация каскадеров и спортсменов ""Стантмен"", вице-президент.",,,,,,,,,
96-767-6,Табаков Олег Павлович,1935-08-17,"Московский художественный академический театр им. Чехова, художественный руководитель — директор.",,,,,,,,,
96-767-6,Тагрина Айнана Юрьевна,1988-05-20,"ООО ""Этно-радио"", программный директор.",,,,,,,,,
96-767-6,Тамонов Андрей Владимирович,1976-06-10,"Объединенный институт ядерных исследований, руководитель управления.",,,,,,,,,
96-767-6,Тарасов Дмитрий Георгиевич,1957-06-26,"федеральное государственное бюджетное учреждение ""Федеральный центр сердечно-сосудистой хирургии Минздравсоцразвития России"", главный врач.",,,,,,,,,
96-767-6,Тарасова Татьяна Анатольевна,1947-02-13,тренер по фигурному катанию.,,,,,,,,,
96-767-6,Тарусов Сергей Борисович,1963-08-11,"рыболовецкий колхоз имени В.И. Ленина, председатель.",,,,,,,,,
96-767-6,Тевлин Борис Григорьевич,1931-07-12,"Государственный академический русский хор имени А.В. Свешникова, художественный руководитель.",,,,,,,,,
96-767-6,Теллина Валентина Андреевна,1950-02-02,"муниципальное бюджетное учреждение здравоохранения ""Центральная городская больница"", главный врач.",,,,,,,,,
96-767-6,Темирканов Юра Хатиевич,1938-12-10,"ФГБУК ""Санкт-Петербургская академическая филармония им. Д.Д. Шостаковича"", художественный руководитель.",,,,,,,,,
96-767-6,Тесемников Сергей Вячеславович,1969-12-05,"шахтоуправление ""Восточное"" филиал ОАО ""Приморскуголь"", исполняющий обязанности заместителя директора по производству.",,,,,,,,,
96-767-6,Тетерин Иван Михайлович,1952-01-12,"Академия государственной противопожарной службы МЧС России, начальник.",,,,,,,,,
96-767-6,Титов Борис Юрьевич,1960-12-24,"Общероссийская общественная организация ""Деловая Россия"", председатель.",,,,,,,,,
96-767-6,Толбоев Магомед Омарович,1951-01-20,"временно неработающий, герой России.",,,,,,,,,
96-767-6,Толстой Владимир Ильич,1962-09-28,"федеральное государственное бюджетное учреждение культуры ""Государственный мемориальный и природный заповедник ""Музей-усадьба Л.Н. Толстого ""Ясная поляна"", директор.",,,,,,,,,
96-767-6,Томилин Дмитрий Валентинович,1969-09-26,"АНО ""Арабеск"", директор.",,,,,,,,,
96-767-6,Третьяков Владимир Феоктистович,1956-03-31,"ГБУЗ ""Магаданская областная больница"", заведующий урологическим отделением.",,,,,,,,,
96-767-6,Третьякова Лариса Анатольевна,1969-12-26,"ГБУЗ ""Брянская областная больница №1"", старшая медицинская сестра.",,,,,,,,,
96-767-6,Трофимов Сергей Вячеславович,1966-11-04,"автор-исполнитель, композитор.",,,,,,,,,
96-767-6,Тургай Валерий Владимирович,1961-04-17,"Чувашский республиканский общественный благотворительный фонд Михаила Сеспеля, директор.",,,,,,,,,
96-767-6,Усачева Галина Васильевна,1950-08-11,"муниципальное дошкольное образовательное учреждение ""Детский сад №8 ""Ягодка"", заведующая.",,,,,,,,,
96-767-6,Фадеев Валерий Александрович,1960-10-10,"АНО ""Редакция ""Эксперт"", главный редактор.",,,,,,,,,
96-767-6,Фаттахова Лилия Сабирзяновна,1977-07-07,"МАОУ ""Гимназия №77"", учитель истории и экономики.",,,,,,,,,
96-767-6,Федоров Виктор Васильевич,1947-03-12,"Российская государственная библиотека, президент.",,,,,,,,,
96-767-6,Федоров Геннадий Михайлович,1949-12-16,"федеральное государственное автономное образовательное учреждение высшего профессионального образования ""Балтийский федеральный университет имени Иммануила Канта"", проректор по научной работе.",,,,,,,,,
96-767-6,Федяшов Юрий Александрович,1961-02-24,"общество с ограниченной ответственностью ""Такт"", генеральный директор.",,,,,,,,,
96-767-6,Фельдман Анна Николаевна,1977-12-05,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Югорский государственный университет"", директор волонтерского центра.",,,,,,,,,
96-767-6,Фечина Лариса Геннадьевна,1960-02-07,"областная детская клиническая больница №1 города Екатеринбурга, заместитель главного врача по онкологии и гематологии.",,,,,,,,,
96-767-6,Фокин Валерий Владимирович,1946-02-28,"Российский государственный академический театр драмы (Александрийский), г. Санкт-Петербург, Московский центр им. Вс. Мейерхольда, режиссер, актер.",,,,,,,,,
96-767-6,Фролов Борис Леонидович,1932-10-19,"Ассоциация инвесторов Москвы, президент.",,,,,,,,,
96-767-6,Фурманов Рудольф Давыдович,1938-10-22,"учреждение культуры ""Санкт-Петербургский театр ""Русская антреприза"" имени Андрея Миронова"", художественный руководитель – директор театра.",,,,,,,,,
96-767-6,Хазанов Геннадий Викторович,1945-12-01,"Московский художественный театр эстрады, художественный руководитель.",,,,,,,,,
96-767-6,Харитонов Валерий Иванович,1953-01-19,"Общероссийская общественная организация ""Федерация рукопашного боя"", президент.",,,,,,,,,
96-767-6,Харламов Игорь Юрьевич,1981-02-28,"телеканал ""ТНТ"" (Камеди Клаб), актер.",,,,,,,,,
96-767-6,Хира Надежда Николаевна,1960-12-13,"муниципальное бюджетное учреждение культуры ""Дом культуры г. Нарьян-Мара"", художественный руководитель образцового детского танцевального коллектива ""Морошки"".",,,,,,,,,
96-767-6,Хмыров Всеволод Леонидович,1951-07-19,"Гуманитарный университет профсоюзов, проректор.",,,,,,,,,
96-767-6,Холманских Игорь Рюрикович,1969-06-29,"ОАО ""Научно-производственная корпорация ""Уралвагонзавод"" им. Ф.Э. Дзержинского"", начальник сборочного цеха.",,,,,,,,,
96-767-6,Хомерики Владимир Кириллович,1951-12-24,"Государственная академия подготовки специалистов инновационной сферы, профессор.",,,,,,,,,
96-767-6,Хотиненко Владимир Иванович,1952-01-20,"Всероссийский государственный университет кинематографии (ВГИК), заведующий кафедрой режиссуры.",,,,,,,,,
96-767-6,Храмов Геннадий Иванович,1947-08-11,пенсионер.,,,,,,,,,
96-767-6,Хрисанова Наталия Николаевна,1972-02-12,"Благотворительное общественное объединение координационного совета семей Останкинского района, председатель.",,,,,,,,,
96-767-6,Царёв Андрей Михайлович,1961-11-16,"государственное бюджетное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи ""Центр лечебной педагогики и дифференцированного обучения"", директор.",,,,,,,,,
96-767-6,Царегородцев Александр Дмитриевич,1946-08-26,"ФГБУ ""Московский научно-исследовательский институт Минздравсоцразвития России"", директор.",,,,,,,,,
96-767-6,Цирин Игорь Викторович,1958-06-07,"ГОУ УЦ ""Профессионал"", директор.",,,,,,,,,
96-767-6,Цхадая Николай Денисович,1950-10-20,"ФГБОУ ВПО ""Ухтинский государственный технический университет"", ректор.",,,,,,,,,
96-767-6,Чадов Алексей Александрович,1981-09-02,актер.,,,,,,,,,
96-767-6,Чайковская Елена Анатольевна,1939-12-30,"СК ""Янтарь"", тренер по фигурному катанию.",,,,,,,,,
96-767-6,Чаплыгин Юрий Александрович,1951-07-12,"Национальный исследовательский университет ""МИЭТ"", ректор.",,,,,,,,,
96-767-6,Чердинцев Василий Макарович,1927-01-14,пенсионер.,,,,,,,,,
96-767-6,Чернышов Сергей Евгеньевич,1987-08-05,"региональная общественная организация ""Молодежный фактор Ставрополья"", председатель.",,,,,,,,,
96-767-6,Чубенко Всеволод Васильевич,1964-12-08,"автономная некоммерческая организация ""Свой Театр"", директор.",,,,,,,,,
96-767-6,Чугалаев Ахтам Хабибзянович,1962-06-13,"муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №97», директор.",,,,,,,,,
96-767-6,Шабатаев Шуми Данилович,1972-04-01,член Общественной палаты Республики Дагестан.,,,,,,,,,
96-767-6,Шадиев Хусейн Суламбекович,1956-12-21,"общенациональная газета Республики Ингушетия ""Сердало"", главный редактор.",,,,,,,,,
96-767-6,Шаймиев Минтимер Шарипович,1937-01-20,Государственный Советник Республики Татарстан.,,,,,,,,,
96-767-6,Шалимов Олег Борисович,1937-01-30,пенсионер.,,,,,,,,,
96-767-6,Шамарин Вячеслав Владимирович,1985-12-20,"областное государственное образовательное учреждение дополнительного образования детей ""Областной центр дополнительного образования гражданского и патриотического воспитания"", методист.",,,,,,,,,
96-767-6,Шарданов Нодар Абуевич,1955-02-28,"государственное учреждение здравоохранения ""Кардиологический центр"" Министерства здравоохранения Кабардино-Балкарской Республики, главный врач.",,,,,,,,,
96-767-6,Шарлай Александр Анатольевич,1967-03-05,"Фонд общественной дипломатии, председатель Общественного совета.",,,,,,,,,
96-767-6,Шаталова Наталья Геннадьевна,1974-12-23,"областное государственное бюджетное учреждение ""Центр социально-психологической помощи семье и молодежи"", директор.",,,,,,,,,
96-767-6,Шахназаров Карен Георгиевич,1952-07-08,"федеральное государственное унитарное предприятие ""Киноконцерн ""Мосфильм"", генеральный директор.",,,,,,,,,
96-767-6,Шевцова Татьяна Анатольевна,1961-03-07,"муниципальное бюджетное образовательное учреждение «Лицей №22 г. Орла», директор.",,,,,,,,,
96-767-6,Шевченко Светлана Анатольевна,1955-08-08,"муниципальное учреждение здравоохранения ""Родильный дом г. Выборга"", главный врач.",,,,,,,,,
96-767-6,Шестакова Зинаида Александровна,1946-01-27,пенсионер.,,,,,,,,,
96-767-6,Шиндин Виталий Александрович,1934-06-11,пенсионер.,,,,,,,,,
96-767-6,Ширалиева Нармин Октай Кызы,1974-11-09,"телеканал ""Культура"", обозреватель программы ""Новости культуры"".",,,,,,,,,
96-767-6,Шкаровский Виктор Степанович,1937-01-03,"Центральный дом ученых РАН, директор.",,,,,,,,,
96-767-6,Шляхто Евгений Владимирович,1954-06-29,"ФГБУ ""Федеральный центр сердца, крови и эндокринологии им. В.Л. Алмазова"" Министерства здравоохранения и социального развития Российской Федерации, директор.",,,,,,,,,
96-767-6,Шмаков Михаил Викторович,1949-08-12,"Федерация независимых профсоюзов России, председатель.",,,,,,,,,
96-767-6,Шмачкова Татьяна Михайловна,1971-02-11,"ГОУ «СОШ №904», директор.",,,,,,,,,
96-767-6,Шмонина Татьяна Николаевна,1952-02-12,"муниципальное автономное общеобразовательное учреждение ""Гимназия (английская) города Магадана"", директор.",,,,,,,,,
96-767-6,Шохин Александр Николаевич,1951-12-25,"Общероссийская общественная организация ""Российский союз промышленников и предпринимателей"", президент.",,,,,,,,,
96-767-6,Шурыгин Валерий Николаевич,1956-07-05,"муниципальное оленеводческое предприятие ""Ярсалинское"", директор.",,,,,,,,,
96-767-6,Эйдинова Наталия Семёновна,1945-04-08,"муниципальное бюджетное образовательное учреждение дополнительного образования детей ""Детская школа искусств ""Этнос"", директор.",,,,,,,,,
96-767-6,Эйфман Борис Яковлевич,1946-07-22,"СПбГУК ""Академический театр Балета под руководством Бориса Эйфмана"", художественный руководитель.",,,,,,,,,
96-767-6,Юдашкин Валентин Абрамович,1963-10-14,"ООО ""Валентин Юдашкин"", художественный руководитель.",,,,,,,,,
96-767-6,Юденич Марина Андреевна,1959-07-08,писатель.,,,,,,,,,
96-767-6,Якубович Леонид Аркадьевич,1945-07-31,"ОАО ""Первый канал"", продюсер, ведущий.",,,,,,,,,
96-767-6,Ястрикова Ольга Алексеевна,1959-05-06,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №1 г. Нарьян-Мара"", заместитель директора по воспитательной работе, учитель русского языка и литературы.",,,,,,,,,
96-767-6,Яунгад Хабэча Хываревич,1950-07-15,"государственное учреждение ""Северное издательство: национальная газета ""Наръяна Нгэрм"", главный редактор.",,,,,,,,,
98-785-6,Глазунов Илья Сергеевич,1930-06-10,"Российская академия живописи, ваяния и зодчества И.С. Глазунова, ректор.",,,,,,,,,
98-785-6,Глазьев Сергей Юрьевич,1961-01-01,"Государственный университет управления, заведующий кафедрой экономической политики.",,,,,,,,,
98-785-6,Куснирович Михаил Эрнестович,1966-10-03,"ГК ""Боско ди Чильеджи"", президент.",,,,,,,,,
98-785-6,Лагкуев Владимир Магометович,1942-05-26,"открытое акционерное общество ""Интурист-Осетия"", генеральный директор.",,,,,,,,,
100-798-6,Артюх Евгений Петрович,1964-08-04,"Свердловское региональное отделение Общероссийской общественной организации поддержки малого и среднего предпринимательства ""ОПОРА РОССИИ"", председатель совета.",,,,,,,,,
100-798-6,Баранец Виктор Николаевич,1946-11-10,"газета ""Комсомольская правда"", военный обозреватель.",,,,,,,,,
100-798-6,Бернадский Юрий Иванович,1960-08-27,"ООО ""Межрегиональная ассоциация руководителей предприятий"", генеральный директор.",,,,,,,,,
100-798-6,Вычужанина Галина Александровна,1946-05-03,пенсионер.,,,,,,,,,
100-798-6,Ермаков Михаил Ильич,1958-07-07,"Приморская краевая общественная организация ""Федерация парусного спорта"", президент.",,,,,,,,,
100-798-6,Колесников Сергей Иванович,1950-06-01,"Российская академия медицинских наук, советник президиума РАМН.",,,,,,,,,
100-798-6,Косарев Николай Петрович,1953-05-22,"ФГБОУ ВПО ""Уральский государственный горный университет"", ректор.",,,,,,,,,
100-798-6,Маленко Сергей Владимирович,1980-02-13,"некоммерческое партнерство ""Центр социально-консервативной политики в Приволжском федеральном округе — Пермь"", исполнительный директор.",,,,,,,,,
100-798-6,Невинский Валерий Валентинович,1950-12-05,"ФГБОУ ВПО ""Алтайский государственный университет"", заведующий кафедрой конституционного и международного права.",,,,,,,,,
100-798-6,Ремнева Надежда Степановна,1945-10-03,"администрация Алтайского края, Департамент по вопросам государственной службы и кадров, главный специалист отдела референтуры секретариата губернатора Алтайского края.",,,,,,,,,
100-798-6,Романов Алексей Викторович,1962-12-19,"департамент региональной политики Управления Президента Российской Федерации по внутренней политике, начальник.",,,,,,,,,
100-798-6,Сойфер Виктор Александрович,1945-06-18,"Самарский государственный аэрокосмический университет, президент.",,,,,,,,,
100-798-6,Суханов Сергей Германович,1953-02-02,"ФГБУ ""Федеральный центр сердечно-сосудистой хирургии"", главный врач.",,,,,,,,,
100-798-6,Фаткулин Анвир Амрулович,1955-10-10,"Дальневосточный федеральный университет, проректор по науке и инновациям.",,,,,,,,,
100-798-6,Федоров Андрей Владимирович,1962-01-08,"ЗАО ""Коммерсант-Волга"", генеральный директор.",,,,,,,,,
100-798-6,Шойхет Яков Нахманович,1940-12-18,"государственное бюджетное образовательное учреждение высшего профессионального образования ""Алтайский государственный медицинский университет"", заведующий кафедрой факультетской хирургии с курсом хирургии факультета повышения квалификации и профессиональной переподготовки специалистов имени профессора И.И. Неймарка.",,,,,,,,,
100-798-6,Яшин Михаил Евгеньевич,1966-03-17,"Управление по социальной защите населения администрации Октябрьского района в городе Красноярске, руководитель.",,,,,,,,,
107-858-6,Володин Алексей Александрович,1987-03-15,"МГТУ «МАМИ», аспирант очной формы обучения.",,,,,,,,,
107-858-6,Губина Наталия Леонидовна,1965-10-23,"Главное управление ПФР №7 по городу Москве и Московской области, начальник.",,,,,,,,,
107-858-6,Куликов Иван Михайлович,1955-09-05,"ГНУ «Всероссийский селекционно-технологический институт садоводства и питомниководства Россельхозакадемии», директор.",,,,,,,,,
107-858-6,Петрова Елена Владимировна,1956-03-27,"ГБОУ ЦО №1925, директор.",,,,,,,,,
107-858-6,Попов Александр Михайлович,1949-12-12,"ГБУ ЦСО «Можайский», врач отделения социальной реабилитации инвалидов.",,,,,,,,,
107-858-6,Тихомирова Наталья Владимировна,1965-05-11,"Московский государственный университет экономики, статистики и информатики, ректор.",,,,,,,,,
107-858-6,Шкода Андрей Сергеевич,1959-04-01,"городская клиническая больница №67, главный врач.",,,,,,,,,
107-858-6,Школьник Леонид Донович,1947-01-01,"городская клиническая больница №14, заведующий отделением онкохирургии.",,,,,,,,,
